workclass,education,marital-status,occupation,relationship,sex,native-country,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,class
 Private, 10th, Divorced, Sales, Not-in-family, Female, United-States,1.7118775134798776,1.6354218164616172,-1.5912285176913663,-0.1459543139772638,-0.21686313686554418,-0.44566082758384584,0
 Private, Some-college, Never-married, Sales, Not-in-family, Female, United-States,-1.432138437986032,-0.025421442020254446,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 ?, HS-grad, Widowed, ?, Not-in-family, Female, United-States,0.7613610630366957,0.01016948918299996,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Divorced, Craft-repair, Unmarried, Female, United-States,1.1269443132071502,0.10016888633733786,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,0.6055006217250367,0
 Private, Doctorate, Never-married, Prof-specialty, Unmarried, Female, United-States,1.0538276631730594,3.84107569010957,2.293118063264528,-0.1459543139772638,3.311173960795289,-0.04136796246504486,0
 Private, 12th, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,0.6882444130026047,-0.6504597091391359,-0.8143592015001875,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 Private, HS-grad, Never-married, Other-service, Other-relative, Female, Hungary,1.1269443132071502,-0.006059440530990711,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-1.6585394229402488,0
 Private, Some-college, Married-civ-spouse, Sales, Wife, Female, United-States,-0.7009719376451228,1.6860094631745628,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Widowed, Other-service, Not-in-family, Female, United-States,1.419410913343514,-0.34336136287380326,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0.542011112934423,1.2267947509908657,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-1.2542465578214477,0
 Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Female, Cuba,0.542011112934423,0.40782125139220043,0.7393794308821703,-0.1459543139772638,-0.21686313686554418,0.5246420487012765,0
 Private, Masters, Never-married, Prof-specialty, Not-in-family, Male, China,-0.8472052377133046,1.2113872974130746,1.5162487470733492,-0.1459543139772638,-0.21686313686554418,-1.6585394229402488,0
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Male, United-States,0.2495445127980592,2.135442878108627,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Male, United-States,0.39577781286624103,-1.4677138400806389,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,2.7886820933665617,0
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,-0.9203218877473955,1.3357836197587487,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Female, United-States,-0.04292208733830447,-0.6897759390995747,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.44566082758384584,1
 Private, HS-grad, Married-civ-spouse, Tech-support, Wife, Female, United-States,-0.40850533750875906,-0.7821442441815581,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.20308510851256525,0
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,0.7613610630366957,-0.22306286916103193,-0.425924543404598,0.8594817332570486,-0.21686313686554418,1.171510632891358,1
 Private, 5th-6th, Married-spouse-absent, Farming-fishing, Not-in-family, Male, Mexico,0.2495445127980592,-0.48832324476875466,-2.7565324919781347,-0.1459543139772638,-0.21686313686554418,-0.44566082758384584,0
 Local-gov, Masters, Widowed, Prof-specialty, Not-in-family, Female, United-States,2.0043441136162414,0.6900556164653507,1.5162487470733492,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Local-gov, Some-college, Widowed, Exec-managerial, Not-in-family, Male, United-States,1.8581108135480595,0.007771925111068436,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Female, United-States,1.9312274635821505,-0.14650320367684405,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.44566082758384584,0
 Private, Some-college, Widowed, Adm-clerical, Not-in-family, Female, United-States,0.6882444130026047,0.5496882697042601,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,0.6882444130026047,0.5913925116885351,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Male, United-States,0.10331121272987737,-0.7035977526935385,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.8499536927026468,0
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Male, United-States,0.9807110131389685,-1.336287210336791,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 ?, Some-college, Never-married, ?, Own-child, Male, United-States,-1.28590513791785,1.0697495282553031,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.8499536927026468,0
 State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Male, United-States,-0.8472052377133046,-1.5280636799470269,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-2.5479837262016107,0
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Female, United-States,0.542011112934423,0.1765279588115235,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.28394368153632543,0
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, Female, United-States,-0.9934385377814865,0.4321025576505667,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,0.2495445127980592,-0.03254726989938161,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Never-married, Other-service, Not-in-family, Female, United-States,-1.28590513791785,-0.7368866403058149,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,0.32266116283215013,0.1232466345356907,1.5162487470733492,-0.1459543139772638,4.548993794775723,-0.04136796246504486,1
 State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Female, United-States,-0.9934385377814865,-0.049120073344804685,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 State-gov, Some-college, Never-married, Exec-managerial, Not-in-family, Female, United-States,0.2495445127980592,0.12599762438714998,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Widowed, Transport-moving, Unmarried, Female, Puerto-Rico,1.6387608634457866,-0.5511852732842183,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 State-gov, Bachelors, Married-civ-spouse, Other-service, Wife, Female, United-States,-0.9934385377814865,0.3952603081468221,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Female, United-States,1.0538276631730594,0.4294566403281562,0.35094477278658087,0.1420230762425536,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Divorced, Craft-repair, Not-in-family, Male, United-States,-0.554738637576941,0.13934183557634655,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,0.3629249026537561,0
 Private, Some-college, Divorced, Adm-clerical, Own-child, Female, United-States,0.32266116283215013,-0.3458162392343069,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Male, United-States,-0.33538868747466816,-0.7162351123236795,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,0.3629249026537561,0
 Private, 5th-6th, Separated, Other-service, Unmarried, Female, Mexico,-0.40850533750875906,2.1672225421218387,-2.7565324919781347,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Never-married, Sales, Unmarried, Female, United-States,-1.2127884878837591,-0.20255462190032683,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Male, United-States,-1.1396718378496682,-0.6516346110548633,0.35094477278658087,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Never-married, Craft-repair, Unmarried, Male, United-States,-1.1396718378496682,-0.7193586320508573,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Male, United-States,-0.04292208733830447,-1.344234514352118,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Male, ?,0.1764278627639683,2.0666012674854777,0.7393794308821703,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,1
 Federal-gov, HS-grad, Never-married, Other-service, Not-in-family, Male, United-States,-0.40850533750875906,-0.4872152071896947,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.6882365466551265,0
 State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Male, United-States,-0.18915538740648632,-0.7290444088195368,1.1278140889777597,-0.1459543139772638,4.483845382460964,0.2820663296299959,0
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Male, United-States,0.7613610630366957,-0.22534580865581932,0.35094477278658087,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Never-married, Prof-specialty, Not-in-family, Male, United-States,-0.9934385377814865,2.681753164825677,-0.03748988530900857,0.9805839418599327,-0.21686313686554418,-0.04136796246504486,1
 Private, 7th-8th, Separated, Machine-op-inspct, Not-in-family, Female, United-States,0.9075943631048775,-0.5122797813918792,-2.3680978338825454,-0.1459543139772638,-0.21686313686554418,-0.8499536927026468,0
 Private, Bachelors, Never-married, Exec-managerial, Own-child, Male, United-States,-0.9934385377814865,-0.7668227590366252,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.44566082758384584,0
 Federal-gov, Prof-school, Never-married, Prof-specialty, Not-in-family, Male, United-States,0.030194562695786447,-1.1796431736212332,1.9046834051689385,-0.1459543139772638,-0.21686313686554418,1.171510632891358,1
 Private, HS-grad, Divorced, Craft-repair, Not-in-family, Male, United-States,-0.40850533750875906,-0.970596601054614,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,0.3629249026537561,0
 Private, Bachelors, Never-married, Sales, Not-in-family, Female, United-States,-1.0665551878155775,0.912188494922592,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Male, United-States,-0.6278552876110318,-0.2696195515777421,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 Private, HS-grad, Never-married, Adm-clerical, Unmarried, Female, Mexico,-0.9934385377814865,0.14708854658167111,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Federal-gov, Masters, Never-married, Prof-specialty, Not-in-family, Male, United-States,-0.9203218877473955,0.21755400538102906,1.5162487470733492,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, Male, United-States,0.9807110131389685,-0.9530972489439424,1.1278140889777597,-0.1459543139772638,-0.21686313686554418,-0.8499536927026468,1
 Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Female, United-States,0.10331121272987737,0.29056986102184407,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-1.4968222768927284,0
 Private, 11th, Married-civ-spouse, Other-service, Wife, Female, United-States,-0.9203218877473955,0.6716774759299075,-1.2027938595957768,0.16883296043649662,-0.21686313686554418,-0.36480225456008564,0
 Private, HS-grad, Never-married, Other-service, Own-child, Female, United-States,-1.505255088020123,-0.5483483149999009,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, HS-grad, Never-married, Transport-moving, Other-relative, Male, United-States,-0.7009719376451228,-0.20138927203269477,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,0.7672177677725571,0
 Private, 10th, Separated, Craft-repair, Unmarried, Female, ?,-0.48162198754285,-1.4289611809578255,-1.5912285176913663,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Prof-school, Separated, Prof-specialty, Not-in-family, Male, United-States,-0.04292208733830447,0.07387209793085386,1.9046834051689385,-0.1459543139772638,-0.21686313686554418,-0.44566082758384584,1
 Private, Assoc-voc, Divorced, Exec-managerial, Unmarried, Female, United-States,0.10331121272987737,0.4202866741566253,0.35094477278658087,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, 11th, Separated, Adm-clerical, Unmarried, Female, United-States,-0.1160387373723954,0.28110378135935743,-1.2027938595957768,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 ?, Some-college, Never-married, ?, Unmarried, Female, United-States,-0.8472052377133046,-0.6273150966041157,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,-1.2542465578214477,0
 Private, HS-grad, Widowed, Other-service, Not-in-family, Male, United-States,2.7355106139571506,0.1441369637202096,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-1.9011151420115293,0
 Private, Some-college, Never-married, Exec-managerial, Other-relative, Male, United-States,-1.359021787951941,-0.22660667900440484,-0.03748988530900857,-0.1459543139772638,4.797058903205,-0.04136796246504486,0
 Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Male, United-States,-0.7009719376451228,0.5387893828274718,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Male, United-States,-0.1160387373723954,-0.2734594749120707,0.7393794308821703,0.7497573779462281,-0.21686313686554418,3.192974958485363,0
 Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Male, United-States,-1.2127884878837591,0.15392781301793793,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
 Private, Some-college, Married-civ-spouse, Tech-support, Husband, Male, United-States,0.8344777130707866,-0.2786366849797475,-0.03748988530900857,-0.1459543139772638,-0.21686313686554418,1.575803498010159,1
 Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Female, United-States,-1.1396718378496682,-0.8137233151847677,-0.425924543404598,-0.1459543139772638,-0.21686313686554418,-0.04136796246504486,0
